smiles,solvent,source,peakwavs_max,wb97xd2_dev2svp_gaus_solv,wb97xd2_dev2svp_gaus_vac,wb97xd3_def2svpd_orca_vac
CCOC(=O)COc1ccc(C(c2c(C)[nH]c3ccccc23)c2c(C)[nH]c3ccccc23)cc1OC,CC#N,joung,290.0,,,248.34768676146604
CCOC(=O)COc1ccc(C(c2c(C)[nH]c3ccccc23)c2c(C)[nH]c3ccccc23)cc1OC,CO,joung,291.0,,,248.34768676146604
CCOC(=O)COc1ccc(C(c2c(C)[nH]c3ccccc23)c2c(C)[nH]c3ccccc23)cc1OC,O,joung,290.0,,,248.34768676146604
CCOC(=O)CSc1nc(-c2ccc(OC)cc2)c(C)c(C#N)c1C#N,c1ccccc1,joung,374.0,,,316.4880040837162
CCOC(=O)CSc1nc(-c2ccccc2)c(C)c(C#N)c1C#N,C1COCCO1,joung,350.0,,,312.10672036244654
CCOC(=O)CSc1nc(-c2ccccc2)c(C)c(C#N)c1C#N,CC#N,joung,365.0,,,312.10672036244654
CCOC(=O)CSc1nc(-c2ccccc2)c(C)c(C#N)c1C#N,CCO,joung,367.0,,,312.10672036244654
CCOC(=O)CSc1nc(-c2ccccc2)c(C)c(C#N)c1C#N,CCOC(C)=O,joung,366.0,,,312.10672036244654
CCOC(=O)CSc1nc(-c2ccccc2)c(C)c(C#N)c1C#N,ClC(Cl)Cl,joung,376.0,,,312.10672036244654
CCOC(=O)CSc1nc(-c2ccccc2)c(C)c(C#N)c1C#N,c1ccccc1,joung,372.0,,,312.10672036244654
CCOC(=O)CSc1nc(C)c(C)c(C#N)c1C#N,c1ccccc1,joung,358.0,,,298.86719691491925
CCOC(=O)CSc1nc(C)c(CC)c(C#N)c1C#N,c1ccccc1,joung,357.0,,,299.9516207063377
CCOC(=O)CSc1nc2c(c(C#N)c1C#N)CCCC2,c1ccccc1,joung,364.0,,,303.5495716034272
CCOC(=O)CSc1nc2c(c(C#N)c1C#N)CCCCCC2,c1ccccc1,joung,360.0,,,301.6297737776697
CCOC(=O)C[N+]1=C(CC2=C([O-])C(=O)/C2=C(\C#N)C(=O)OCC)C(C)(C)c2ccccc21,CC#N,dye_agg,460.0,364.63081130355516,,407.35873850197106
CCOC(=O)Cc1csc(N=Nc2ccc(O)c3ncccc23)n1,CS(C)=O,jcole,565.0,427.365155953817,,377.7033201340238
CCOC(=O)[C@H](C)NC(=CC(=C1C(=O)N(C)c2ccccc21)c1ccccc1)c1ccccc1,ClCCl,jcole,442.0,461.3781812769757,,423.6419542193372
CCOC(=O)c1[nH]c(C)c(C(C)=O)c1C,O=C(O)C(F)(F)F,jcole,523.0,,,
CCOC(=O)c1c(-c2c(Cl)c3cc(C)ccc3oc2=O)nn(-c2cccc(C)c2)c1C(=O)OCC,ClCCl,joung,331.0,,,287.50289821469977
CCOC(=O)c1c(-c2c(Cl)c3cc(C)ccc3oc2=O)nn(-c2ccccc2)c1C(=O)OCC,ClCCl,joung,332.0,,,286.9042110134197
CCOC(=O)c1c(-c2c(Cl)c3ccccc3oc2=O)nn(-c2ccc(OC)cc2)c1C(=O)OCC,ClCCl,joung,321.0,,,282.0746132848044
CCOC(=O)c1c(-c2c(Cl)c3ccccc3oc2=O)nn(-c2cccc(C)c2)c1C(=O)OCC,ClCCl,joung,321.0,,,280.4161013116237
CCOC(=O)c1c(-c2c(Cl)c3ccccc3oc2=O)nn(-c2cccc(Cl)c2)c1C(=O)OCC,ClCCl,joung,321.0,,,280.352701786118
CCOC(=O)c1c(-c2c(Cl)c3ccccc3oc2=O)nn(-c2ccccc2)c1C(=O)OCC,ClCCl,joung,322.0,,,
CCOC(=O)c1c(-c2cc3c(ccc4ccccc43)oc2=O)nn(-c2cccc(C)c2)c1C(=O)OCC,ClCCl,joung,361.0,,,318.6841428938576
CCOC(=O)c1c(-c2cc3c(ccc4ccccc43)oc2=O)nn(-c2cccc(Cl)c2)c1C(=O)OCC,ClCCl,joung,361.0,,,
CCOC(=O)c1c(-c2cc3c(ccc4ccccc43)oc2=O)nn(-c2ccccc2)c1C(=O)OCC,ClCCl,joung,361.0,,,322.4128965158606
CCOC(=O)c1c(-c2cc3cc(OC)ccc3oc2=O)nn(-c2cccc(C)c2)c1C(=O)OCC,ClCCl,joung,351.0,,,308.38099975130564
CCOC(=O)c1c(-c2cc3cc(OC)ccc3oc2=O)nn(-c2cccc(Cl)c2)c1C(=O)OCC,ClCCl,joung,352.0,,,304.44389884605937
CCOC(=O)c1c(-c2cc3cc4c(cc3oc2=O)OC(C)(C)CC4)nn(-c2cccc(C)c2)c1C(=O)OCC,ClCCl,joung,347.0,,,300.89784033001695
CCOC(=O)c1c(-c2cc3cc4c(cc3oc2=O)OC(C)(C)CC4)nn(-c2cccc(Cl)c2)c1C(=O)OCC,ClCCl,joung,349.0,,,302.8822667318026
CCOC(=O)c1c(-c2cc3cc4c(cc3oc2=O)OC(C)(C)CC4)nn(-c2ccccc2)c1C(=O)OCC,ClCCl,joung,348.0,,,305.04305043050425
CCOC(=O)c1c(-c2cc3ccc(OC)cc3oc2=O)nn(-c2cccc(C)c2)c1C(=O)OCC,ClCCl,joung,337.0,,,296.01336834566723
CCOC(=O)c1c(-c2cc3ccc(OC)cc3oc2=O)nn(-c2cccc(Cl)c2)c1C(=O)OCC,ClCCl,joung,337.0,,,297.1483345315121
CCOC(=O)c1c(-c2cc3ccc(OC)cc3oc2=O)nn(-c2ccccc2)c1C(=O)OCC,ClCCl,joung,337.0,,,296.57976560631425
CCOC(=O)c1c(-c2cc3ccc(OCC=C(C)C)cc3oc2=O)nn(-c2cccc(C)c2)c1C(=O)OCC,ClCCl,joung,338.0,,,296.8637778309792
CCOC(=O)c1c(-c2cc3ccc(OCC=C(C)C)cc3oc2=O)nn(-c2cccc(Cl)c2)c1C(=O)OCC,ClCCl,joung,339.0,,,299.01133349409207
CCOC(=O)c1c(-c2cc3ccc(OCC=C(C)C)cc3oc2=O)nn(-c2ccccc2)c1C(=O)OCC,ClCCl,joung,341.0,,,298.0769230769231
CCOC(=O)c1c(-c2cc3ccccc3oc2=O)nn(-c2ccc(C)c(C)c2)c1C(=O)OCC,ClCCl,joung,322.0,,,288.3050453382934
CCOC(=O)c1c(-c2cc3ccccc3oc2=O)nn(-c2ccc(Cl)cc2)c1C(=O)OCC,ClCCl,joung,323.0,,,285.7801336713528
CCOC(=O)c1c(-c2cc3ccccc3oc2=O)nn(-c2ccc(OC)cc2)c1C(=O)OCC,ClCCl,joung,323.0,,,289.17910447761193
CCOC(=O)c1c(-c2cc3ccccc3oc2=O)nn(-c2cccc(C)c2)c1C(=O)OCC,ClCCl,joung,321.0,,,287.1034961796712
CCOC(=O)c1c(-c2cc3ccccc3oc2=O)nn(-c2cccc(Cl)c2)c1C(=O)OCC,ClCCl,joung,325.0,,,286.70520231213874
CCOC(=O)c1c(-c2cc3ccccc3oc2=O)nn(-c2cccc(F)c2)c1C(=O)OCC,ClCCl,joung,324.0,,,287.037037037037
CCOC(=O)c1c(-c2cc3ccccc3oc2=O)nn(-c2ccccc2)c1C(=O)OCC,ClCCl,joung,323.0,,,287.43625405656
CCOC(=O)c1c(/N=C/c2ccc(-c3cccs3)s2)sc(/N=C/c2ccc(-c3cccs3)s2)c1C(=O)OCC,CC#N,joung,492.0,,,482.8660436137072
CCOC(=O)c1c(/N=C/c2cccs2)sc(/N=C/c2ccc(-c3cccs3)s2)c1C(=O)OCC,CC#N,joung,470.0,,,
CCOC(=O)c1c(/N=C/c2cccs2)sc(/N=C/c2cccs2)c1C(=O)OCC,CC#N,joung,440.0,,,416.10738255033556
CCOC(=O)c1c(C(=O)OC)c(-c2cc3cc(OC)ccc3oc2=O)nn1-c1ccccc1,ClCCl,joung,351.0,,,306.0217176702863
CCOC(=O)c1c(C(=O)OC)c(C(=O)OC)c2ccc(-c3ccc(Cl)cc3)nn12,CC#N,jcole,350.0,312.13028922395347,,303.1784841075795
CCOC(=O)c1c(C(=O)OCC)c2cccnn2c1C(N)=O,C1CCCCC1,jcole,434.0,329.08704883227176,,315.68228105906314
CCOC(=O)c1c(C)cn2c(nc3cc(C)c(C)cc32)c1-c1ccccc1,ClCCl,jcole,258.0,348.6181787511597,,326.6596417281349
CCOC(=O)c1c(N)sc(/N=C/c2ccc(-c3cccs3)s2)c1C(=O)OCC,CC#N,joung,466.0,,,399.09880914065013
CCOC(=O)c1c(N)sc(/N=C/c2cccs2)c1C(=O)OCC,CC#N,joung,400.0,,,352.6734926052332
CCOC(=O)c1c(N)sc(N)c1C(=O)OCC,CC#N,joung,305.0,,,292.7289896128423
CCOC(=O)c1c(N)sc(N=Nc2ccc(C#N)cc2)c1-c1ccccc1,CS(C)=O,jcole,501.0,436.0516228856771,,380.8353808353809
CCOC(=O)c1c(N)sc(N=Nc2ccc(C)cc2)c1-c1ccccc1,CS(C)=O,jcole,469.0,416.73668291043526,,367.73428232502965
CCOC(=O)c1c(N)sc(N=Nc2ccc(OC)cc2)c1-c1ccccc1,CS(C)=O,jcole,469.0,423.2081911262798,,373.49397590361446
CCOC(=O)c1c(N)sc(N=Nc2ccc([N+](=O)[O-])cc2)c1-c1ccccc1,CO,jcole,529.0,442.46208742194466,,387.0162297128589
CCOC(=O)c1c(N)sc(N=Nc2ccccc2)c1-c1ccccc1,CS(C)=O,jcole,468.0,412.64559068219637,,364.063417498532
CCOC(=O)c1c(N)sc2c1-c1ccccc1C2,CC(C)=O,jcole,330.0,280.7780268550597,,276.7857142857143
CCOC(=O)c1c(N)sc2c1-c1ccccc1C2=Cc1ccc(N(C)C)cc1,CC(C)=O,jcole,421.0,437.6985527709142,,333.7819650067295
CCOC(=O)c1c(N)sc2c1-c1ccccc1C2=Cc1ccc([N+](=O)[O-])cc1,CC(C)=O,jcole,492.0,357.88501500808127,,335.4070868271572
CCOC(=O)c1c(NC(C)=O)sc2c1-c1ccccc1C2,CC(C)=O,jcole,332.0,304.983029170151,,292.3149457802923
CCOC(=O)c1c(O)c(N=Nc2ccc(C#N)cc2)c2ccccc2c1O,CS(C)=O,jcole,462.0,404.6601181346474,,365.5660377358491
CCOC(=O)c1c(O)c(N=Nc2ccc(Cl)cc2)c2ccccc2c1O,CS(C)=O,jcole,468.0,405.1757940138544,,364.92054149499705
CCOC(=O)c1c(O)c(N=Nc2ccc(OC)cc2)c2ccccc2c1O,CS(C)=O,jcole,485.0,426.40990371389273,,380.8353808353809
CCOC(=O)c1c(O)c(N=Nc2ccc([N+](=O)[O-])cc2)c2ccccc2c1O,CS(C)=O,jcole,473.0,409.6871179832821,,369.04761904761904
CCOC(=O)c1c(O)c(N=Nc2ccccc2)c2ccccc2c1O,CS(C)=O,jcole,460.0,402.1273835776365,,361.4106674438939
CCOC(=O)c1c2c(c3n1CCCn1c(C(=O)OCC)c4c(c1-3)-c1ccc(C(=O)N(C)C)c3c(C(=O)N(C)C)ccc-4c13)-c1ccc(C(=O)N(C)C)c3c(C(=O)N(C)C)ccc-2c13,Cc1ccccc1,multiple,431.0,322.00264873146534,,324.35260266806176
CCOC(=O)c1c2c(c3n1CCCn1c(C(=O)OCC)c4c(c1-3)-c1ccc3c5c(ccc-4c15)C(=O)N(c1c(C(C)C)cccc1C(C)C)C3=O)-c1ccc3c4c(ccc-2c14)C(=O)N(c1c(C(C)C)cccc1C(C)C)C3=O,CO,chem_fluor,489.0,,,
CCOC(=O)c1c2c(c3n1CCCn1c(C(=O)OCC)c4c(c1-3)-c1ccc3c5c(ccc-4c15)C(=O)N(c1c(C(C)C)cccc1C(C)C)C3=O)-c1ccc3c4c(ccc-2c14)C(=O)N(c1c(C(C)C)cccc1C(C)C)C3=O,Cc1ccccc1,multiple,489.0,,,
CCOC(=O)c1c2c(c3n1CCCn1c(C(=O)OCC)c4c(c1-3)-c1ccc3c5c(ccc-4c15)C(=O)N(c1c(C(C)C)cccc1C(C)C)C3=O)-c1ccc3c4c(ccc-2c14)C(=O)N(c1c(C(C)C)cccc1C(C)C)C3=O,ClCCl,chem_fluor,489.0,,,
CCOC(=O)c1c2c(c3n1CCn1c(C(=O)OCC)c4c(c1-3)-c1ccc(C(=O)N(C)C)c3c(C(=O)N(C)C)ccc-4c13)-c1ccc(C(=O)N(C)C)c3c(C(=O)N(C)C)ccc-2c13,CO,chem_fluor,435.0,378.97310513447434,,327.1767810026385
CCOC(=O)c1c2c(c3n1CCn1c(C(=O)OCC)c4c(c1-3)-c1ccc(C(=O)N(C)C)c3c(C(=O)N(C)C)ccc-4c13)-c1ccc(C(=O)N(C)C)c3c(C(=O)N(C)C)ccc-2c13,Cc1ccccc1,multiple,435.0,379.07737458347344,,327.1767810026385
CCOC(=O)c1c2c(c3n1CCn1c(C(=O)OCC)c4c(c1-3)-c1ccc(C(=O)N(C)C)c3c(C(=O)N(C)C)ccc-4c13)-c1ccc(C(=O)N(C)C)c3c(C(=O)N(C)C)ccc-2c13,ClCCl,chem_fluor,435.0,379.37891999388097,,327.1767810026385
CCOC(=O)c1c2c(c3n1CCn1c(C(=O)OCC)c4c(c1-3)-c1ccc3c5c(ccc-4c15)C(=O)N(c1c(C(C)C)cccc1C(C)C)C3=O)-c1ccc3c4c(ccc-2c14)C(=O)N(c1c(C(C)C)cccc1C(C)C)C3=O,CO,chem_fluor,512.0,,,
CCOC(=O)c1c2c(c3n1CCn1c(C(=O)OCC)c4c(c1-3)-c1ccc3c5c(ccc-4c15)C(=O)N(c1c(C(C)C)cccc1C(C)C)C3=O)-c1ccc3c4c(ccc-2c14)C(=O)N(c1c(C(C)C)cccc1C(C)C)C3=O,Cc1ccccc1,chem_fluor,512.0,,,
CCOC(=O)c1c2c(c3n1CCn1c(C(=O)OCC)c4c(c1-3)-c1ccc3c5c(ccc-4c15)C(=O)N(c1c(C(C)C)cccc1C(C)C)C3=O)-c1ccc3c4c(ccc-2c14)C(=O)N(c1c(C(C)C)cccc1C(C)C)C3=O,ClCCl,chem_fluor,512.0,,,
CCOC(=O)c1c2c(c3n1Cn1c(C(=O)OCC)c4c(c1-3)-c1ccc(C(=O)N(C)C)c3c(C(=O)N(C)C)ccc-4c13)-c1ccc(C(=O)N(C)C)c3c(C(=O)N(C)C)ccc-2c13,CO,chem_fluor,460.0,388.34951456310677,,360.25566531086577
CCOC(=O)c1c2c(c3n1Cn1c(C(=O)OCC)c4c(c1-3)-c1ccc(C(=O)N(C)C)c3c(C(=O)N(C)C)ccc-4c13)-c1ccc(C(=O)N(C)C)c3c(C(=O)N(C)C)ccc-2c13,Cc1ccccc1,multiple,460.0,388.93419484348533,,360.25566531086577
CCOC(=O)c1c2c(c3n1Cn1c(C(=O)OCC)c4c(c1-3)-c1ccc(C(=O)N(C)C)c3c(C(=O)N(C)C)ccc-4c13)-c1ccc(C(=O)N(C)C)c3c(C(=O)N(C)C)ccc-2c13,ClCCl,chem_fluor,460.0,388.98299767864984,,360.25566531086577
CCOC(=O)c1c2c(c3n1Cn1c(C(=O)OCC)c4c(c1-3)-c1ccc3c5c(ccc-4c15)C(=O)N(c1c(C(C)C)cccc1C(C)C)C3=O)-c1ccc3c4c(ccc-2c14)C(=O)N(c1c(C(C)C)cccc1C(C)C)C3=O,Cc1ccccc1,multiple,527.0,,,
CCOC(=O)c1c2c3c(ccc(C)c3c3cc4ccccc4cc13)N(C)C2=O,CC#N,joung,404.0,,,356.11717403790925
CCOC(=O)c1c2c3c(ccc(Cl)c3c3cc4c(cc13)[Si](C)(C)O[Si]4(C)C)N(C)C2=O,CC#N,joung,378.0,,,337.69063180827885
CCOC(=O)c1c2c3c(ccc(Cl)c3c3cc4ccccc4cc13)N(C)C2=O,CC#N,joung,408.0,,,355.91274397244547
CCOC(=O)c1c2c3c(ccc(F)c3c3cc4c(cc13)[Si](C)(C)O[Si]4(C)C)N(C)C2=O,CC#N,joung,380.0,,,343.87132556849696
CCOC(=O)c1c2c3c(ccc(F)c3c3cc4ccccc4cc13)N(C)C2=O,CC#N,joung,410.0,,,356.8345323741007
CCOC(=O)c1c2c3c(ccc(OC)c3c3cc4c(cc13)[Si](C)(C)O[Si]4(C)C)N(C)C2=O,CC#N,joung,378.0,,,353.0751708428246
CCOC(=O)c1c2c3c(ccc(OC)c3c3cc4ccccc4cc13)N(C)C2=O,CC#N,joung,406.0,,,361.4106674438939
CCOC(=O)c1c2c3c(ccc([N+](=O)[O-])c3c3cc4c(cc13)[Si](C)(C)O[Si]4(C)C)N(C)C2=O,CC#N,joung,376.0,,,341.1279229711142
CCOC(=O)c1c2c3c(ccc([N+](=O)[O-])c3c3cc4ccccc4cc13)N(C)C2=O,CC#N,joung,394.0,,,359.73310124746155
CCOC(=O)c1c2c3c(cccc3c3cc4c(cc13)[Si](C)(C)O[Si]4(C)C)N(C)C2=O,CC#N,joung,376.0,,,340.1920438957476
CCOC(=O)c1c[nH]c2c([N+](=O)[O-])cc(F)cc2c1=O,CS(C)=O,jcole,268.0,356.22971070700106,,338.3356070941337
CCOC(=O)c1c[nH]c2cc(-c3nc4ccccc4o3)c(O)cc2c1=O,ClC(Cl)Cl,jcole,597.0,351.17530444633246,,329.61190855927697
CCOC(=O)c1c[nH]c2cc(-c3nc4ccccc4s3)c(O)cc2c1=O,C1COCCO1,jcole,638.0,364.963503649635,,340.37880867416965
CCOC(=O)c1cc(C#Cc2ccc3cc(N4CCC4)ccc3c2)c(C(=O)OCC)cc1C#Cc1ccc([N+](=O)[O-])cc1,C1COCCO1,chem_fluor,421.0,419.95461780743045,,383.9009287925697
CCOC(=O)c1cc(C#Cc2ccc3cc(N4CCC4)ccc3c2)c(C(=O)OCC)cc1C#Cc1ccc([N+](=O)[O-])cc1,CCCCCC,chem_fluor,418.0,418.579530110721,,383.9009287925697
CCOC(=O)c1cc(C#Cc2ccc3cc(N4CCC4)ccc3c2)c(C(=O)OCC)cc1C#Cc1ccc([N+](=O)[O-])cc1,Cc1ccccc1,chem_fluor,429.0,421.4246873300707,,383.9009287925697
CCOC(=O)c1cc(C#Cc2ccc3cc(N4CCC4)ccc3c2)c(C(=O)OCC)cc1C#Cc1ccc([N+](=O)[O-])cc1,ClC(Cl)(Cl)Cl,chem_fluor,426.0,420.6526901418007,,383.9009287925697
CCOC(=O)c1cc(C#Cc2ccc3cc(N4CCC4)ccc3c2)c(C(=O)OCC)cc1C#Cc1ccccc1,C1CCOC1,chem_fluor,408.0,407.3721212917639,,370.25977903851896
CCOC(=O)c1cc(C#Cc2ccc3cc(N4CCC4)ccc3c2)c(C(=O)OCC)cc1C#Cc1ccccc1,C1COCCO1,chem_fluor,405.0,405.2155158328159,,370.25977903851896
CCOC(=O)c1cc(C#Cc2ccc3cc(N4CCC4)ccc3c2)c(C(=O)OCC)cc1C#Cc1ccccc1,CCCCCC,chem_fluor,398.0,403.80356910251396,,370.25977903851896
CCOC(=O)c1cc(C#Cc2ccc3cc(N4CCC4)ccc3c2)c(C(=O)OCC)cc1C#Cc1ccccc1,CCOC(C)=O,chem_fluor,404.0,406.4640902088045,,370.25977903851896
CCOC(=O)c1cc(C#Cc2ccc3cc(N4CCC4)ccc3c2)c(C(=O)OCC)cc1C#Cc1ccccc1,Cc1ccccc1,chem_fluor,411.0,406.6640430276794,,370.25977903851896
CCOC(=O)c1cc(C#Cc2ccc3cc(N4CCC4)ccc3c2)c(C(=O)OCC)cc1C#Cc1ccccc1,ClC(Cl)Cl,chem_fluor,409.0,407.439048432674,,370.25977903851896
CCOC(=O)c1cc(C#Cc2ccc3cc(N4CCC4)ccc3c2)c(C(=O)OCC)cc1C#Cc1ccccc1,ClCCl,chem_fluor,409.0,407.9215737877492,,370.25977903851896
CCOC(=O)c1cc(C#Cc2ccc3cc(N4CCC4)ccc3c2)c(C(=O)OCC)cc1C#Cc1ccccc1,O,chem_fluor,408.0,407.13136553173325,,370.25977903851896
CCOC(=O)c1cc(C#Cc2ccc3ccccc3c2)c(C(=O)OCC)cc1C#Cc1ccccc1,C1CCOC1,chem_fluor,367.0,377.5653127093356,,348.6083778464999
CCOC(=O)c1cc(C#Cc2ccc3ccccc3c2)c(C(=O)OCC)cc1C#Cc1ccccc1,C1COCCO1,chem_fluor,365.0,377.64580478148315,,348.6083778464999
CCOC(=O)c1cc(C#Cc2ccc3ccccc3c2)c(C(=O)OCC)cc1C#Cc1ccccc1,CCCCCC,chem_fluor,365.0,376.78517168034034,,348.6083778464999
CCOC(=O)c1cc(C#Cc2ccc3ccccc3c2)c(C(=O)OCC)cc1C#Cc1ccccc1,CO,chem_fluor,364.0,376.2135922330097,,348.6083778464999
CCOC(=O)c1cc(C#Cc2ccc3ccccc3c2)c(C(=O)OCC)cc1C#Cc1ccccc1,CS(C)=O,chem_fluor,368.0,377.7263311806994,,348.6083778464999
CCOC(=O)c1cc(C#Cc2ccc3ccccc3c2)c(C(=O)OCC)cc1C#Cc1ccccc1,Cc1ccccc1,chem_fluor,370.0,378.7763081528546,,348.6083778464999
CCOC(=O)c1cc(C#Cc2ccc3ccccc3c2)c(C(=O)OCC)cc1C#Cc1ccccc1,ClC(Cl)Cl,chem_fluor,370.0,378.18714163718437,,348.6083778464999
CCOC(=O)c1cc(C#Cc2ccc3ccccc3c2)c(C(=O)OCC)cc1C#Cc1ccccc1,ClCCl,chem_fluor,367.0,377.8759713545635,,348.6083778464999
CCOC(=O)c1cc(C(=O)NCc2ccccc2)c2ccc(N(C)C)cc2n1,CCO,joung,426.0,,,343.01521438450897
CCOC(=O)c1cc(C(=O)O)nc2cc(OC)ccc12,CCO,joung,349.0,,,313.0522595304216
CCOC(=O)c1cc(C(=O)OC)c2c3ccccc3cnn12,C1CCCCC1,jcole,446.0,302.47591169654834,,293.3522592855453
CCOC(=O)c1cc(C(=O)OC)c2ccc(-c3ccc(Cl)cc3)nn12,CC#N,jcole,357.0,316.407246746619,,305.71992110453647
CCOC(=O)c1cc(C(=O)OCC)c2c(C)ccc(O)c2n1,CCO,joung,369.0,,,349.0008443568815
CCOC(=O)c1cc(C(=O)OCC)c2c(C)ccc(OC(=O)OC(C)(C)C)c2n1,CCO,joung,312.0,,,300.16945049624786
CCOC(=O)c1cc(C(=O)OCC)c2cc(C(=O)O)ccc2n1,CCO,joung,316.0,,,
CCOC(=O)c1cc(C(=O)OCC)c2cc(C)ccc2n1,CCO,joung,330.0,,,306.24845640898985
CCOC(=O)c1cc(C(=O)OCC)c2cc(N(C)C)ccc2n1,CCO,joung,443.0,,,352.1726782164158
CCOC(=O)c1cc(C(=O)OCC)c2cc(N(CC)CC)ccc2n1,CCO,joung,453.0,,,357.6579175079319
CCOC(=O)c1cc(C(=O)OCC)c2cc(N)ccc2n1,CCO,joung,421.0,,,334.6828609986505
CCOC(=O)c1cc(C(=O)OCC)c2cc(NC(=O)C(F)(F)F)ccc2n1,CCO,joung,346.0,,,308.61124937779994
CCOC(=O)c1cc(C(=O)OCC)c2cc(NC)ccc2n1,CCO,joung,429.0,,,340.94033544129775
CCOC(=O)c1cc(C(=O)OCC)c2cc(O)ccc2n1,CCO,joung,364.0,,,308.1510934393638
CCOC(=O)c1cc(C(=O)OCC)c2cc(OC)ccc2n1,CCO,joung,355.0,,,308.53446130878325
CCOC(=O)c1cc(C(=O)OCC)c2cc([N+](=O)[O-])ccc2n1,CCO,joung,304.0,,,313.0522595304216
CCOC(=O)c1cc(C(=O)OCC)c2ccc(C)cc2n1,CCO,joung,321.0,,,307.46342672948174
CCOC(=O)c1cc(C(=O)OCC)c2ccc(N(C)C)cc2n1,CCO,joung,430.0,,,357.6579175079319
CCOC(=O)c1cc(C(=O)OCC)c2ccc(O)cc2n1,CCO,joung,373.0,,,313.844596304733
CCOC(=O)c1cc(C(=O)OCC)c2ccc(OC)cc2n1,CCO,joung,362.0,,,312.9732458354366
CCOC(=O)c1cc(C(=O)OCC)c2cccc(O)c2n1,CCO,joung,369.0,,,357.9676674364896
CCOC(=O)c1cc(C(=O)OCC)c2cccc(OC)c2n1,CCO,joung,368.0,,,341.22179416620804
CCOC(=O)c1cc(C(=O)OCC)c2cccc(OCc3ccccc3)c2n1,CCO,joung,366.0,,,345.7891801450084
CCOC(=O)c1cc(C(=O)OCC)c2ccccc2n1,CCO,joung,319.0,,,308.2276907780264
CCOC(=O)c1cc(C(=O)c2ccc(C)cc2)n2ncccc12,C1CCCCC1,jcole,437.0,329.76969310143073,,321.66018158236056
CCOC(=O)c1cc(C(=O)c2ccc(Cl)cc2)n2ncccc12,CCO,jcole,436.0,326.006940792933,,322.74856845393026
CCOC(=O)c1cc(C(N)=O)n2ncccc12,CCO,jcole,437.0,322.6645849596669,,317.94871794871796
CCOC(=O)c1cc(C)n2nc(-c3ccccc3)ccc12,C1CCCCC1,joung,390.0,,,331.7281968967362
CCOC(=O)c1cc(N2CCC2)c(C(=O)OCC)cc1N1CCC1,CCCCCC,chem_fluor,410.0,399.330155867577,363.6043749816732,366.3220088626293
CCOC(=O)c1cc(N2CCC2)c(C(=O)OCC)cc1N1CCC1,CCO,chem_fluor,401.0,406.62403672733234,363.6043749816732,366.3220088626293
CCOC(=O)c1cc(N2CCC2)c(C(=O)OCC)cc1N1CCC1,CN(C)C=O,chem_fluor,404.0,407.7203827310689,363.6043749816732,366.3220088626293
CCOC(=O)c1cc(N2CCC2)c(C(=O)OCC)cc1N1CCC1,CO,chem_fluor,398.0,406.3974829575249,363.6043749816732,366.3220088626293
CCOC(=O)c1cc(N2CCC2)c(C(=O)OCC)cc1N1CCC1,CS(C)=O,chem_fluor,405.0,407.66676529572277,363.6043749816732,366.3220088626293
CCOC(=O)c1cc(N2CCC2)c(C(=O)OCC)cc1N1CCC1,Cc1ccccc1,chem_fluor,412.0,402.0621899419604,363.6043749816732,366.3220088626293
CCOC(=O)c1cc(N2CCC2)c(C(=O)OCC)cc1N1CCC1,ClCCl,chem_fluor,406.0,406.05147684851664,363.6043749816732,366.3220088626293
CCOC(=O)c1cc(N2CCC2)c(C(=O)OCC)cc1N1CCC1,O,chem_fluor,403.0,406.8108001705981,363.6043749816732,366.3220088626293
CCOC(=O)c1cc2c3ccccc3n(C)c2c(-c2nc3ccccc3[nH]2)n1,ClC(Cl)Cl,chem_fluor,387.82,335.95231644540775,,318.19348216576856
CCOC(=O)c1cc2c3ccccc3n(CC)c2c(-c2nc3ccccc3[nH]2)n1,ClC(Cl)Cl,chem_fluor,382.14,336.3167887171142,,318.93004115226336
CCOC(=O)c1cc2c3ccccc3n(Cc3ccccc3)c2c(-c2nc3ccccc3[nH]2)n1,ClC(Cl)Cl,chem_fluor,376.33,332.07466323879913,,315.60193433443624
CCOC(=O)c1cc2cc(C(=O)c3ccccc3)cn2cc1-c1ccc(Cl)cc1,ClCCl,jcole,279.0,347.87487726188806,,326.3157894736842
CCOC(=O)c1cc2cc(C(=O)c3ccccc3)cn2cc1-c1cccs1,ClCCl,jcole,280.0,348.26569302064314,,326.8318397469689
CCOC(=O)c1cc2cc(C(C)=O)cn2cc1-c1ccc(Cl)cc1,ClCCl,jcole,272.0,344.51143277859586,,322.74856845393026
CCOC(=O)c1cc2cc(C(C)=O)cn2cc1-c1ccc(OC)cc1,ClCCl,jcole,266.0,344.578447173901,,322.32908760072786
CCOC(=O)c1cc2cc(C(C)=O)cn2cc1-c1ccc2ccccc2c1,ClCCl,jcole,261.0,344.9139106005396,,322.74856845393026
CCOC(=O)c1cc2cc(C(C)=O)cn2cc1-c1ccccc1,ClCCl,jcole,269.0,343.7569305832779,,321.74364296834455
CCOC(=O)c1cc2cc(C(C)=O)cn2cc1-c1cccs1,ClCCl,jcole,267.0,344.8851310007231,,323.42201356285864
CCOC(=O)c1cc2cc3c4c(c2oc1=O)CCCN4CCC3,CCO,chem_fluor,436.0,362.9126668227581,329.23558930515355,325.2032520325203
